onset,offset,role,instrument
820,824,mel,bassoon1
820,832,mel+harm,bassoon2
826,832,mel+harm,oboe2
826,832,mel+harm,bassoon1
828,832,mel+harm,flute2
828,832,mel+harm,oboe1
828,832,mel+harm,clarinet1
830,836,mel,violin1
830,836,mel,violin2
830,836,mel+harm,viola
830,836,mel+harm,violoncello
830,836,rhythm+harm,doublebass
832,836,rhythm,flute1
832,836,rhythm,flute2
832,836,rhythm,oboe1
832,836,rhythm,oboe2
832,836,rhythm,clarinet1
832,836,rhythm,clarinet2
832,836,rhythm,bassoon1
832,836,rhythm,bassoon2
834,836,rhythm,horn
832,836,rhythm,trumpet
832,836,rhythm,timpani
836,853,mel,flute1
836,853,mel,flute2
836,852,mel,oboe1
836,852,mel,oboe2
836,852,mel,clarinet1
836,852,mel,clarinet2
836,852,mel,bassoon1
836,853,mel,bassoon2
836,852,mel,horn
836,852,rhythm,hornB
836,853,rhythm,trumpet
836,853,rhythm,timpani
836,852,mel,violin1
836,852,mel,violin2
836,852,mel,viola
836,852,mel,violoncello
836,852,mel,doublebass
852,904,harm,oboe1
852,904,harm,oboe2
852,868,rhythm+harm,clarinet1
868,904,mel,clarinet1
852,904,rhythm+harm,clarinet2
852,904,mel,bassoon1
852,860,rhythm,horn
860,904,harm,horn
852,860,harm,hornB
866,904,harm,hornB
852,904,mel,violin1
852,904,rhythm,violin2
852,904,rhythm,viola
852,904,rhythm+harm,violoncello
852,904,rhythm+harm,doublebass
862,868,mel,flute1
878,904,mel,flute1
904,912,mel,flute1
904,910,mel,flute2
904,910,rhythm,oboe1
904,910,rhythm,oboe2
904,910,mel,clarinet1
904,910,mel,clarinet2
904,910,mel,bassoon1
904,910,mel,bassoon2
904,912,rhythm,horn
904,912,rhythm,hornB
904,912,rhythm,trumpet
904,912,rhythm,timpani
904,912,mel,violin1
904,912,mel,violin2
904,910,mel,viola
904,910,mel,violoncello
904,910,mel,doublebass
910,912,rhythm+harm,flute2
910,912,rhythm+harm,oboe1
910,912,rhythm+harm,oboe2
910,912,rhythm+harm,clarinet1
910,912,rhythm+harm,clarinet2
910,912,rhythm+harm,bassoon1
910,912,rhythm+harm,bassoon2
910,912,rhythm+harm,viola
910,912,rhythm+harm,violoncello
910,912,rhythm+harm,doublebass
912,924,mel,flute1
912,916,mel,oboe1
912,916,mel,bassoon1
912,924,rhythm,horn
912,924,rhythm,trumpet
912,924,rhythm,timpani
912,924,mel,violin1
912,924,mel,viola
912,917,mel,violoncello
912,917,mel,doublebass
916,924,mel+harm,oboe1
916,924,mel+harm,oboe2
916,924,mel,clarinet1
916,924,mel,clarinet2
916,924,mel,bassoon1
916,924,mel,bassoon2
916,921,rhythm,hornB
916,924,mel,violin2
920,924,mel,violoncello
920,924,mel,doublebass
924,937,mel,flute1
924,930,mel,flute2
930,937,rhythm+harm,flute2
924,937,mel,oboe1
924,937,mel,clarinet1
924,937,mel,clarinet2
924,936,mel,violin1
924,936,mel,violin2
924,937,rhythm+harm,oboe2
924,937,rhythm+harm,bassoon1
924,937,rhythm+harm,bassoon2
924,936,rhythm+harm,horn
924,936,rhythm+harm,hornB
924,936,rhythm+harm,trumpet
924,936,rhythm+harm,timpani
924,936,rhythm+harm,viola
924,936,rhythm+harm,violoncello
924,936,rhythm+harm,doublebass
936,952,harm,violin1
936,952,harm,violin2
936,952,harm,viola
936,952,harm,violoncello
936,952,harm,doublebass
936,994,rhythm,trumpet
936,994,rhythm,timpani
936,952,mel,horn1
936,952,harm,horn2
938,948,mel,oboe1
942,953,mel,bassoon1
946,957,mel,flute1
952,966,harm,horn
952,987,mel,violin1
952,987,mel,violin2
952,987,mel,viola
952,987,mel,violoncello
952,987,mel,doublebass
956,961,mel,oboe1
960,964,mel,bassoon1
964,966,mel,oboe1
966,980,rhythm,horn
966,968,mel,flute1
968,970,mel,bassoon1
970,972,mel,oboe1
972,974,mel,clarinet1
972,994,rhythm,hornB
974,976,mel,flute1
976,978,mel,bassoon1
978,980,mel,oboe1
980,982,mel,flute1
982,984,mel,clarinet1
984,986,mel,flute1
986,988,mel,oboe1
984,994,rhythm,horn
987,994,mel,flute1
988,994,mel,flute2
988,994,mel,clarinet1
988,994,mel,clarinet2
988,994,mel,bassoon1
988,994,mel,bassoon2
987,994,mel+rhythm,violin1
987,994,mel+rhythm,violin2
987,994,rhythm,viola
987,994,rhythm,violoncello
987,994,rhythm,doublebass
988,992,harm,oboe1
988,992,harm,oboe2
992,994,mel+harm,oboe1
992,994,mel+harm,oboe2
994,996,rhythm+harm,flute1
994,996,rhythm+harm,flute2
994,996,rhythm+harm,oboe1
994,996,rhythm+harm,oboe2
994,996,rhythm+harm,clarinet1
994,996,rhythm+harm,clarinet2
994,996,rhythm+harm,bassoon1
994,996,rhythm+harm,bassoon2
994,996,rhythm+harm,horn
994,996,rhythm+harm,hornB
994,996,rhythm+harm,trumpet
994,996,rhythm+harm,timpani
994,996,rhythm+harm,violin1
994,996,rhythm+harm,violin2
994,996,rhythm+harm,viola
994,996,rhythm+harm,violoncello
994,996,rhythm+harm,doublebass
996,1008,rhythm,trumpet
996,1008,rhythm,timpani
996,1006,mel,viola
996,1009,mel,violoncello
996,1009,mel,doublebass
998,1002,harm,horn
1002,1009,rhythm,horn
1004,1008,rhythm,hornB
1000,1006,mel,flute1
1000,1006,mel,flute2
998,1006,mel,oboe1
998,1006,mel,oboe2
1002,1006,mel,clarinet1
1002,1006,mel,clarinet2
1000,1006,mel,bassoon1
1000,1006,mel,bassoon2
1000,1006,mel,violin1
1000,1006,mel,violin2
1006,1009,rhythm+harm,flute1
1006,1009,rhythm+harm,flute2
1006,1008,rhythm+harm,oboe1
1006,1008,rhythm+harm,oboe2
1006,1008,rhythm+harm,clarinet1
1006,1008,rhythm+harm,clarinet2
1006,1008,rhythm+harm,bassoon1
1006,1008,rhythm+harm,bassoon2
1006,1009,rhythm+harm,violin1
1006,1009,rhythm+harm,violin2
1006,1009,rhythm+harm,viola
1008,1024,mel,oboe1
1008,1016,mel+harm,oboe2
1008,1016,mel+harm,clarinet1
1008,1016,mel+harm,clarinet2
1010,1016,mel+harm,bassoon1
1010,1016,mel+harm,bassoon2
1014,1016,mel+harm,horn
1016,1020,mel,clarinet1
1016,1020,mel,bassoon1
1016,1024,mel+harm,viola
1016,1024,mel+harm,violoncello
1016,1024,mel+harm,doublebass
1019,1024,mel,violin1
1019,1024,mel+harm,violin2
1020,1024,mel,flute1
1024,1060,mel,bassoon1
1024,1060,mel,bassoon2
1024,1060,mel,doublebass
1024,1060,rhythm,hornB
1024,1060,rhythm,trumpet
1024,1060,rhythm,timpani
1024,1060,mel+rhythm,viola
1024,1060,mel+rhythm,violoncello
1024,1037,mel,horn
1026,1034,mel,oboe1
1026,1034,mel+harm,oboe2
1026,1034,rhythm,clarinet1
1026,1034,mel+harm,clarinet2
1032,1060,mel+rhythm,violin2
1036,1060,mel+rhythm,violin1
1035,1040,mel,oboe1
1035,1040,mel,oboe2
1035,1040,mel,clarinet1
1035,1040,mel,clarinet2
1039,1052,mel+harm,horn
1040,1052,mel,flute1
1040,1052,mel,flute2
1040,1052,mel,oboe1
1040,1052,mel,oboe2
1040,1044,mel+harm,clarinet1
1040,1044,mel+harm,clarinet2
1044,1052,mel,clarinet1
1044,1052,mel,clarinet2
1052,1060,rhythm+harm,flute1
1052,1060,rhythm+harm,flute2
1052,1060,rhythm+harm,oboe1
1052,1060,rhythm+harm,oboe2
1052,1060,rhythm+harm,clarinet1
1052,1060,rhythm+harm,clarinet2
1052,1060,rhythm+harm,horn
1060,1076,rhythm+harm,flute1
1060,1076,rhythm+harm,flute2
1060,1076,rhythm+harm,oboe1
1060,1076,rhythm+harm,oboe2
1060,1076,rhythm+harm,clarinet1
1060,1076,rhythm+harm,clarinet2
1060,1068,mel,bassoon1
1060,1068,mel,bassoon2
1068,1076,rhythm+harm,bassoon1
1068,1076,rhythm+harm,bassoon2
1060,1076,rhythm+harm,horn
1060,1076,rhythm+harm,hornB
1060,1076,rhythm+harm,trumpet
1060,1076,rhythm,timpani
1060,1076,mel+rhythm,violin1
1060,1076,mel+rhythm,violin2
1060,1076,mel+rhythm,viola
1060,1076,mel+rhythm,violoncello
1060,1076,mel,doublebass
1076,1094,mel,flute1
1076,1094,mel,flute2
1076,1094,mel,oboe1
1076,1094,mel,oboe2
1076,1094,mel,clarinet1
1076,1094,mel,clarinet2
1076,1094,mel,bassoon1
1076,1094,mel,bassoon2
1076,1094,rhythm,horn
1076,1094,rhythm,hornB
1076,1094,rhythm,trumpet
1076,1094,rhythm,timpani
1076,1094,mel,violin1
1076,1094,mel,violin2
1076,1094,mel,viola
1076,1094,mel,violoncello
1076,1094,mel,doublebass
