onset,offset,role,instrument
1936,1952,mel,bassoon1
1936,1943,harm,bassoon2
1936,1952,mel+rhythm,violin1
1936,1962,rhythm,viola
1936,1962,rhythm,violoncello
1936,1962,rhythm,doublebass
1943,1952,mel,bassoon2
1944,1952,rhythm,horn1
1944,1952,rhythm,horn2
1944,1952,rhythm,piccolotrumpet1
1944,1952,rhythm,piccolotrumpet2
1944,1962,rhythm,timpani
1952,1962,rhythm,bassoon1
1952,1962,rhythm,bassoon2
1952,1962,mel,horn1
1952,1962,mel,horn2
1952,1962,rhythm+harm,piccolotrumpet1
1952,1962,rhythm+harm,piccolotrumpet2
1952,1962,rhythm+harm,violin1
1952,1962,rhythm+harm,violin2
1962,2000,rhythm,timpani
1962,2000,mel,viola
1962,2000,mel,violoncello
1962,2000,mel,doublebass
1964,2000,mel,flute
1964,2000,mel,oboe1
1964,2000,mel,oboe2
1964,2000,mel,bassoon1
1964,2000,mel,bassoon2
1964,2000,rhythm,horn1
1964,2000,rhythm,horn2
1964,2000,rhythm,piccolotrumpet1
1964,2000,rhythm,piccolotrumpet2
1966,2000,mel,violin1
1966,2000,mel,violin2
2000,2026,harm,flute
2000,2012,harm,oboe1
2000,2012,mel,oboe2
2000,2026,mel,bassoon1
2000,2026,mel,bassoon2
2000,2026,rhythm+harm,horn1
2000,2026,rhythm+harm,horn2
2000,2026,rhythm+harm,piccolotrumpet1
2000,2026,rhythm+harm,piccolotrumpet2
2000,2026,rhythm,timpani
2000,2026,rhythm,violin1
2000,2026,rhythm,violin2
2000,2026,mel,viola
2000,2024,mel,violoncello
2000,2024,mel,doublebass
2024,2036,rhythm,violoncello
2024,2036,rhythm,doublebass
2026,2038,mel,bassoon1
2026,2050,mel,violin1
2026,2050,mel+harm,violin2
2030,2050,mel+harm,viola
2036,2050,rhythm,horn1
2036,2050,rhythm,horn2
2036,2050,rhythm+harm,violoncello
2036,2050,rhythm+harm,doublebass
2038,2050,mel,flute
2040,2050,rhythm+harm,horn1
2040,2050,rhythm+harm,horn2
2040,2050,rhythm+harm,timpani
2050,2064,harm,horn1
2050,2064,harm,horn2
2050,2076,mel+harm,violin1
2050,2076,mel+harm,violin2
2050,2076,mel+harm,viola
2050,2066,rhythm,violoncello
2050,2066,rhythm,doublebass
2064,2074,mel,oboe1
2064,2074,mel,bassoon1
2066,2074,harm,violoncello
2066,2074,harm,doublebass
2074,2086,harm,oboe1
2074,2086,harm,bassoon1
2074,2082,rhythm,violoncello
2074,2082,rhythm,doublebass
2082,2096,rhythm,horn1
2082,2096,rhythm,horn2
2082,2108,mel+harm,violin1
2082,2108,mel+harm,violin2
2082,2108,mel+harm,viola
2082,2108,harm,violoncello
2082,2108,harm,doublebass
2096,2108,mel,flute
2096,2108,mel,bassoon1
2108,2112,rhythm,horn1
2108,2112,rhythm,horn2
2108,2112,rhythm,piccolotrumpet1
2108,2112,rhythm,piccolotrumpet2
2108,2112,rhythm,timpani
2108,2176,mel,violoncello
2108,2176,mel,doublebass
2110,2178,mel,violin1
2112,2166,mel+harm,flute
2112,2166,mel+harm,oboe1
2112,2166,mel+harm,oboe2
2112,2166,mel+harm,bassoon1
2112,2166,mel+harm,bassoon2
2112,2176,mel,viola
2114,2178,mel,violin2
2122,2126,rhythm,horn1
2122,2126,rhythm,horn2
2122,2126,rhythm,piccolotrumpet1
2122,2126,rhythm,piccolotrumpet2
2136,2140,rhythm,horn1
2136,2140,rhythm,horn2
2136,2140,rhythm,piccolotrumpet1
2136,2140,rhythm,piccolotrumpet2
2136,2140,rhythm,timpani
2150,2154,rhythm,horn1
2150,2154,rhythm,horn2
2150,2154,rhythm,piccolotrumpet1
2150,2154,rhythm,piccolotrumpet2
2150,2154,rhythm,timpani
2164,2168,rhythm,horn1
2164,2168,rhythm,horn2
2164,2168,rhythm,piccolotrumpet1
2164,2168,rhythm,piccolotrumpet2
2164,2168,rhythm,timpani
2176,2186,mel+harm,oboe1
2176,2186,mel+harm,oboe2
2180,2186,mel+harm,bassoon1
2184,2196,mel,violin1
2184,2198,mel,violin2
2186,2190,rhythm,horn1
2186,2190,rhythm,horn2
2186,2190,rhythm,piccolotrumpet1
2186,2190,rhythm,piccolotrumpet2
2186,2190,rhythm,timpani
2186,2196,mel,viola
2186,2198,mel,violoncello
2186,2198,mel,doublebass
2196,2206,mel+harm,flute
2196,2206,mel+harm,oboe1
2200,2206,mel+harm,oboe2
2204,2208,rhythm,horn1
2204,2208,rhythm,horn2
2204,2208,rhythm,piccolotrumpet1
2204,2208,rhythm,piccolotrumpet2
2204,2208,rhythm,timpani
2204,2216,mel,violoncello
2204,2216,mel,doublebass
2206,2218,mel,violin1
2206,2216,mel,viola
2208,2218,mel,violin2
2216,2226,mel+harm,flute
2216,2226,mel+harm,oboe1
2220,2226,mel+harm,oboe2
2224,2236,mel,violin1
2224,2238,mel,violin2
2226,2230,rhythm,horn1
2226,2230,rhythm,horn2
2226,2230,rhythm,piccolotrumpet1
2226,2230,rhythm,piccolotrumpet2
2226,2236,mel,viola
2226,2238,mel,violoncello
2226,2238,mel,doublebass
2236,2258,mel+harm,flute
2236,2258,mel+harm,oboe1
2236,2252,harm,oboe2
2236,2258,harm,bassoon1
2248,2271,mel,violin1
2248,2258,mel,violin2
2250,2258,harm,bassoon2
2258,2284,harm,flute
2258,2284,harm,oboe1
2258,2271,rhythm,bassoon1
2258,2271,rhythm,bassoon2
2258,2271,rhythm,violin2
2258,2271,rhythm,viola
2258,2271,rhythm,violoncello
2258,2271,rhythm,doublebass
2260,2284,harm,oboe2
2272,2284,mel,bassoon1
2272,2284,mel,bassoon2
2272,2284,rhythm+harm,violin1
2272,2284,rhythm+harm,violin2
2272,2296,mel,viola
2272,2294,mel,violoncello
2272,2294,mel,doublebass
2284,2296,mel,violin1
2284,2296,mel,violin2
2286,2296,rhythm,flute
2286,2296,rhythm,oboe1
2286,2296,rhythm,oboe2
2286,2296,rhythm,bassoon1
2286,2296,rhythm,bassoon2
2294,2318,harm,violoncello
2294,2318,harm,doublebass
2296,2320,harm,bassoon1
2300,2320,harm,bassoon2
2304,2320,harm,horn1
2304,2320,harm,horn2
2308,2318,mel,violin1
2310,2320,harm,piccolotrumpet1
2310,2320,harm,piccolotrumpet2
2310,2320,rhythm,timpani
2310,2318,harm,violin2
2310,2320,harm,viola
2318,2434,mel,violin1
2318,2350,rhythm,violin2
2326,2342,harm,flute
2326,2342,harm,oboe1
2326,2342,harm,oboe2
2326,2342,harm,bassoon1
2326,2342,harm,bassoon2
2326,2342,harm,horn1
2326,2342,harm,horn2
2326,2348,rhythm+harm,piccolotrumpet1
2326,2348,rhythm+harm,piccolotrumpet2
2326,2348,rhythm+harm,timpani
2326,2342,harm,viola
2326,2342,harm,violoncello
2326,2342,harm,doublebass
2342,2348,rhythm+harm,flute
2342,2348,rhythm+harm,oboe1
2342,2348,rhythm+harm,oboe2
2342,2348,rhythm+harm,bassoon1
2342,2348,rhythm+harm,bassoon2
2342,2348,rhythm+harm,horn1
2342,2348,rhythm+harm,horn2
2342,2348,rhythm+harm,viola
2342,2348,rhythm+harm,violoncello
2342,2348,rhythm+harm,doublebass
2350,2384,rhythm+harm,horn1
2350,2384,rhythm+harm,horn2
2350,2384,rhythm+harm,piccolotrumpet1
2350,2384,rhythm+harm,piccolotrumpet2
2350,2384,mel,violin2
2352,2390,harm,flute
2352,2390,harm,oboe1
2352,2390,harm,oboe2
2352,2390,harm,bassoon1
2352,2390,harm,bassoon2
2353,2434,rhythm,viola
2353,2384,rhythm,violoncello
2353,2384,rhythm,doublebass
2390,2434,mel+harm,violin2
2390,2430,mel+harm,violoncello
2390,2430,mel+harm,doublebass
2424,2430,rhythm,flute
2424,2430,rhythm,oboe1
2424,2430,rhythm,oboe2
2424,2430,rhythm,bassoon1
2424,2430,rhythm,bassoon2
2430,2468,harm,flute
2430,2468,harm,oboe1
2430,2468,harm,oboe2
2430,2468,harm,bassoon1
2430,2468,harm,bassoon2
2430,2434,rhythm,horn1
2430,2434,rhythm,horn2
2430,2434,rhythm,piccolotrumpet1
2430,2434,rhythm,piccolotrumpet2
2430,2436,rhythm,timpani
2430,2468,mel,violoncello
2430,2468,mel,doublebass
2434,2462,harm,horn1
2434,2462,harm,horn2
2434,2462,harm,piccolotrumpet1
2434,2462,harm,piccolotrumpet2
2434,2468,mel,violin1
2434,2468,rhythm,violin2
2434,2468,rhythm,viola
2454,2468,rhythm,timpani
2462,2468,rhythm,horn1
2462,2468,rhythm,horn2
2462,2468,rhythm,piccolotrumpet1
2462,2468,rhythm,piccolotrumpet2
2468,2490,mel,flute
2468,2504,mel,violin1
2468,2504,mel,violin2
2470,2490,mel,oboe1
2470,2490,mel,oboe2
2470,2504,mel,bassoon1
2470,2504,mel,bassoon2
2470,2504,mel,viola
2470,2504,mel,violoncello
2470,2504,mel,doublebass
2472,2504,rhythm,horn1
2472,2504,rhythm,horn2
2472,2504,rhythm,piccolotrumpet1
2472,2504,rhythm,piccolotrumpet2
2474,2504,rhythm,timpani
2506,2554,rhythm,violin2
2506,2532,rhythm+harm,viola
2506,2532,rhythm+harm,violoncello
2506,2532,rhythm+harm,doublebass
2508,2522,mel,violin1
2515,2519,rhythm,oboe1
2515,2519,rhythm,oboe2
2519,2526,mel,bassoon1
2519,2526,mel,bassoon2
2520,2532,mel,flute
2532,2546,mel,violin1
2532,2554,mel+harm,viola
2532,2554,mel+harm,violoncello
2532,2554,mel+harm,doublebass
2543,2550,mel,flute
2543,2550,mel,oboe1
2543,2550,mel,oboe2
2544,2559,mel,bassoon1
2554,2586,harm,horn1
2554,2586,harm,horn2
2554,2580,rhythm,piccolotrumpet1
2554,2580,rhythm,piccolotrumpet2
2554,2580,rhythm,timpani
2554,2586,mel,violin1
2554,2586,mel,violin2
2554,2588,harm,viola
2554,2588,harm,violoncello
2554,2588,harm,doublebass
2559,2586,mel,flute
2563,2586,mel,oboe1
2586,2638,mel+harm,flute
2586,2638,mel+harm,oboe1
2586,2608,rhythm,horn1
2586,2608,rhythm,horn2
2586,2608,rhythm,piccolotrumpet1
2586,2608,rhythm,piccolotrumpet2
2586,2608,rhythm,timpani
2586,2666,mel,violin1
2586,2666,mel,violin2
2588,2638,mel+harm,bassoon1
2588,2638,mel+harm,bassoon2
2590,2666,mel,viola
2592,2638,mel+harm,oboe2
2592,2666,mel,violoncello
2592,2666,mel,doublebass
2620,2624,rhythm,horn1
2620,2624,rhythm,horn2
2620,2624,rhythm,piccolotrumpet1
2620,2624,rhythm,piccolotrumpet2
2620,2624,rhythm,timpani
2636,2640,rhythm,horn1
2636,2640,rhythm,horn2
2636,2640,rhythm,piccolotrumpet1
2636,2640,rhythm,piccolotrumpet2
2636,2640,rhythm,timpani
2638,2666,mel,bassoon1
2638,2666,mel,bassoon2
2640,2666,mel,flute
2640,2650,mel,oboe1
2640,2650,mel,oboe2
2648,2666,rhythm+harm,horn1
2648,2666,rhythm+harm,horn2
2648,2666,rhythm+harm,piccolotrumpet1
2648,2666,rhythm+harm,piccolotrumpet2
2648,2652,rhythm,timpani
2650,2666,rhythm+harm,oboe1
2650,2666,rhythm+harm,oboe2
2666,2672,mel,flute
2666,2672,mel,oboe1
2666,2672,mel,oboe2
2666,2702,rhythm,bassoon1
2666,2702,rhythm,bassoon2
2666,2672,rhythm,horn1
2666,2672,rhythm,horn2
2666,2672,rhythm,piccolotrumpet1
2666,2672,rhythm,piccolotrumpet2
2666,2730,rhythm,timpani
2666,2702,mel,violin1
2666,2670,mel,violin2
2666,2722,rhythm,viola
2666,2702,rhythm,violoncello
2666,2702,rhythm,doublebass
2670,2722,rhythm,violin2
2674,2730,rhythm+harm,flute
2674,2730,rhythm+harm,oboe1
2674,2730,rhythm+harm,oboe2
2674,2718,rhythm+harm,horn1
2674,2718,rhythm+harm,horn2
2674,2718,rhythm+harm,piccolotrumpet1
2674,2718,rhythm+harm,piccolotrumpet2
2702,2730,mel,bassoon1
2702,2730,mel,bassoon2
2702,2730,rhythm,violin1
2702,2730,mel,violoncello
2702,2730,mel,doublebass
2718,2730,rhythm,horn1
2718,2730,rhythm,horn2
2718,2730,rhythm,piccolotrumpet1
2718,2730,rhythm,piccolotrumpet2
2722,2746,mel+rhythm,violin2
2722,2730,mel,viola
2730,2756,mel,flute
2730,2756,mel,oboe1
2730,2756,mel,oboe2
2730,2746,mel,bassoon1
2730,2737,harm,bassoon2
2730,2746,mel+rhythm,violin1
2730,2756,rhythm,viola
2730,2756,rhythm,violoncello
2730,2756,rhythm,doublebass
2737,2746,mel,bassoon2
2738,2746,rhythm,horn1
2738,2746,rhythm,horn2
2738,2746,rhythm,piccolotrumpet1
2738,2746,rhythm,piccolotrumpet2
2738,2756,rhythm,timpani
2746,2756,rhythm,bassoon1
2746,2756,rhythm,bassoon2
2746,2756,mel,horn1
2746,2756,mel,horn2
2746,2756,rhythm+harm,piccolotrumpet1
2746,2756,rhythm+harm,piccolotrumpet2
2746,2756,rhythm+harm,violin1
2746,2756,rhythm+harm,violin2
2756,2794,rhythm,timpani
2756,2794,mel,viola
2756,2794,mel,violoncello
2756,2794,mel,doublebass
2758,2794,mel,flute
2758,2794,mel,oboe1
2758,2794,mel,oboe2
2758,2794,mel,bassoon1
2758,2794,mel,bassoon2
2758,2794,rhythm,horn1
2758,2794,rhythm,horn2
2758,2794,rhythm,piccolotrumpet1
2758,2794,rhythm,piccolotrumpet2
2760,2794,mel,violin1
2760,2794,mel,violin2
2794,2820,harm,flute
2794,2806,harm,oboe1
2794,2806,mel,oboe2
2794,2820,mel,bassoon1
2794,2820,mel,bassoon2
2794,2820,rhythm+harm,horn1
2794,2820,rhythm+harm,horn2
2794,2820,rhythm+harm,piccolotrumpet1
2794,2820,rhythm+harm,piccolotrumpet2
2794,2820,rhythm,timpani
2794,2820,rhythm,violin1
2794,2820,rhythm,violin2
2794,2820,mel,viola
2794,2818,mel,violoncello
2794,2818,mel,doublebass
2818,2830,rhythm,violoncello
2818,2830,rhythm,doublebass
2820,2832,mel,bassoon1
2820,2844,mel,violin1
2820,2844,mel+harm,violin2
2824,2844,mel+harm,viola
2830,2844,rhythm,horn1
2830,2844,rhythm,horn2
2830,2844,rhythm+harm,violoncello
2830,2844,rhythm+harm,doublebass
2832,2844,mel,flute
2834,2844,rhythm+harm,horn1
2834,2844,rhythm+harm,horn2
2834,2844,rhythm+harm,timpani
2850,2862,rhythm,horn1
2850,2862,rhythm,horn2
2850,2862,rhythm,piccolotrumpet1
2850,2862,rhythm,piccolotrumpet2
2850,2862,rhythm,timpani
2850,2862,mel,violin1
2850,2862,mel,violin2
2850,2862,mel,viola
2850,2862,mel,violoncello
2850,2862,mel,doublebass
2852,2862,mel,flute
2852,2862,mel,oboe1
2852,2862,mel,oboe2
2852,2862,mel,bassoon1
2852,2862,mel,bassoon2
2864,2912,mel+harm,violin1
2864,2912,mel+harm,violin2
2872,2896,mel+harm,flute
2872,2910,mel+harm,viola
2872,2912,mel+harm,violoncello
2898,2910,mel+harm,oboe1
2898,2910,mel+harm,bassoon1
2910,2924,mel,viola
2912,2928,mel+harm,bassoon1
2912,2928,mel+harm,bassoon2
2912,2928,mel+harm,horn1
2912,2928,mel+harm,horn2
2912,2928,mel+harm,violoncello
2926,2940,mel,violin2
2928,2976,mel+harm,flute
2928,2976,mel+harm,oboe1
2928,2976,mel+harm,oboe2
2928,2944,mel+harm,viola
2928,2944,mel,violoncello
2942,2956,mel,violin1
2944,2960,mel+harm,violin2
2944,2960,mel,viola
2948,2960,mel,violoncello
2958,2972,mel,doublebass
2960,2976,mel+harm,violin1
2960,2976,mel,violin2
2962,2976,mel,violoncello
2964,2976,mel,viola
2974,2988,mel,bassoon1
2976,3022,mel,flute
2976,2992,mel+harm,bassoon2
2976,3032,rhythm,horn1
2976,3032,rhythm,horn2
2976,3032,rhythm,piccolotrumpet1
2976,3032,rhythm,piccolotrumpet2
2976,3032,rhythm,timpani
2976,3020,mel,violin1
2976,2988,mel,violoncello
2976,2992,mel+harm,doublebass
2978,3004,mel,oboe2
2978,3004,mel,viola
2980,3022,mel,oboe1
2980,3032,mel,violin2
2992,3008,mel+harm,bassoon1
2992,3032,mel,bassoon2
2992,3008,mel+harm,violoncello
2992,3032,mel,doublebass
3008,3032,mel+harm,oboe2
3008,3032,mel,bassoon1
3008,3020,mel+harm,viola
3008,3032,mel,violoncello
3020,3032,mel+harm,violin1
3020,3032,mel,viola
3022,3032,mel+harm,flute
3022,3032,mel+harm,oboe1
3032,3057,mel,flute
3032,3057,mel,oboe1
3032,3057,mel,oboe2
3032,3057,rhythm,bassoon1
3032,3057,rhythm,bassoon2
3032,3057,rhythm+harm,horn1
3032,3057,rhythm+harm,horn2
3032,3057,rhythm+harm,piccolotrumpet1
3032,3057,rhythm+harm,piccolotrumpet2
3032,3057,rhythm+harm,timpani
3032,3057,mel,violin1
3032,3057,mel,violin2
3032,3057,rhythm,viola
3032,3057,rhythm,violoncello
3032,3057,rhythm,doublebass
3058,3070,mel,oboe1
3058,3070,mel,oboe2
3058,3070,mel,bassoon1
3058,3070,mel,bassoon2
3058,3070,rhythm,horn1
3058,3070,rhythm,horn2
3058,3082,mel,violin1
3058,3082,mel,violin2
3058,3068,mel,viola
3058,3068,mel,violoncello
3058,3068,mel,doublebass
3068,3082,rhythm,viola
3068,3082,rhythm,violoncello
3068,3082,rhythm,doublebass
3070,3082,rhythm,bassoon1
3070,3082,rhythm,bassoon1
3080,3092,rhythm,horn1
3080,3092,rhythm,horn2
3080,3092,rhythm,piccolotrumpet1
3080,3092,rhythm,piccolotrumpet2
3080,3092,rhythm,timpani
3082,3092,mel,flute
3082,3092,mel,oboe2
3082,3092,mel,bassoon1
3082,3092,mel,bassoon2
3082,3090,rhythm,violin1
3082,3092,mel,violin2
3082,3092,mel,viola
3082,3092,mel,violoncello
3082,3092,mel,doublebass
3084,3092,harm,oboe1
3090,3102,mel,violin1
3092,3118,rhythm+harm,flute
3092,3118,rhythm+harm,oboe1
3092,3118,rhythm+harm,oboe2
3092,3118,rhythm+harm,bassoon1
3092,3118,rhythm+harm,bassoon2
3092,3100,rhythm+harm,horn1
3092,3100,rhythm+harm,horn2
3092,3100,rhythm+harm,piccolotrumpet1
3092,3100,rhythm+harm,piccolotrumpet2
3092,3100,rhythm+harm,timpani
3092,3118,rhythm+harm,violin2
3092,3118,rhythm+harm,viola
3092,3118,rhythm+harm,violoncello
3092,3118,rhythm+harm,doublebass
3100,3118,rhythm,horn1
3100,3118,rhythm,horn2
3100,3118,rhythm,piccolotrumpet1
3100,3118,rhythm,piccolotrumpet2
3100,3118,rhythm,timpani
3104,3118,rhythm+harm,violin1
