onset,offset,role,instrument
1376,1384,mel,oboe1
1376,1381,rhythm,oboe2
1376,1381,rhythm,bassoon1
1376,1381,rhythm,bassoon2
1376,1381,rhythm+harm,horn1
1376,1381,rhythm+harm,horn2
1376,1381,rhythm+harm,piccolotrumpet1
1376,1381,rhythm+harm,piccolotrumpet2
1376,1381,rhythm+harm,timpani
1376,1381,mel,violin1
1376,1381,mel,violin2
1376,1381,mel,viola
1376,1381,mel,violoncello
1376,1381,mel,doublebass
1383,1424,mel,bassoon1
1383,1424,mel,bassoon2
1383,1416,mel,violin1
1383,1416,mel,violin2
1383,1416,mel,violoncello
1384,1416,harm,flute
1384,1416,harm,oboe1
1384,1416,harm,oboe2
1384,1424,rhythm,horn1
1384,1424,rhythm,horn2
1384,1452,rhythm,piccolotrumpet1
1384,1440,rhythm,piccolotrumpet2
1384,1452,rhythm,timpani
1384,1416,rhythm,viola
1384,1416,rhythm,doublebass
1416,1424,mel,flute
1416,1424,mel,oboe1
1416,1424,mel,oboe2
1416,1425,mel+rhythm,violin1
1416,1425,mel+rhythm,violin2
1416,1425,mel+rhythm,viola
1416,1425,mel+rhythm,violoncello
1416,1425,mel+rhythm,doublebass
1424,1452,rhythm+harm,flute
1424,1452,rhythm+harm,oboe1
1424,1452,rhythm+harm,oboe2
1424,1452,rhythm+harm,bassoon1
1424,1452,rhythm+harm,bassoon2
1424,1452,rhythm+harm,horn1
1424,1452,rhythm+harm,horn2
1425,1452,mel+rhythm+harm,violin1
1425,1452,mel,violin2
1425,1452,mel,viola
1425,1452,rhythm,violoncello
1425,1452,rhythm,doublebass
1440,1452,rhythm+harm,piccolotrumpet2
1452,1513,mel,violin1
1452,1536,rhythm,violin2
1460,1465,mel+harm,viola
1460,1465,mel+harm,violoncello
1460,1465,mel+harm,doublebass
1468,1474,rhythm+harm,viola
1468,1474,rhythm+harm,violoncello
1468,1474,rhythm+harm,doublebass
1472,1492,mel,flute
1474,1492,mel,bassoon1
1484,1489,mel+harm,viola
1484,1489,mel+harm,violoncello
1484,1489,mel+harm,doublebass
1491,1513,mel,oboe1
1492,1504,rhythm+harm,horn1
1492,1513,rhythm+harm,horn2
1492,1512,rhythm+harm,viola
1492,1512,rhythm+harm,violoncello
1492,1512,rhythm+harm,doublebass
1504,1513,mel,flute
1504,1513,mel,horn1
1512,1520,mel,viola
1512,1520,mel,violoncello
1512,1520,mel,doublebass
1516,1537,mel,bassoon1
1516,1537,rhythm+harm,horn1
1516,1537,rhythm+harm,horn2
1516,1548,mel,violin1
1520,1527,rhythm+harm,viola
1520,1527,rhythm+harm,violoncello
1520,1527,rhythm+harm,doublebass
1527,1537,mel,oboe1
1527,1536,mel,viola
1527,1536,mel,violoncello
1527,1536,mel,doublebass
1532,1537,mel,flute
1532,1537,mel,oboe2
1536,1548,rhythm+harm,violin2
1536,1548,rhythm+harm,viola
1536,1548,rhythm+harm,violoncello
1536,1548,rhythm+harm,doublebass
1537,1548,rhythm+harm,flute
1537,1548,rhythm+harm,oboe1
1537,1548,rhythm+harm,oboe2
1552,1576,mel,flute
1552,1576,harm,oboe1
1552,1564,harm,oboe2
1552,1564,harm,bassoon1
1552,1576,harm,bassoon2
1552,1560,harm,horn1
1552,1560,harm,horn2
1552,1560,harm,piccolotrumpet1
1552,1560,harm,piccolotrumpet2
1552,1560,rhythm,timpani
1552,1568,mel,violin1
1552,1560,mel,violin2
1552,1576,rhythm,viola
1552,1576,rhythm,violoncello
1552,1576,rhythm,doublebass
1560,1576,mel+rhythm,violin2
1564,1576,mel,oboe2
1564,1576,mel,bassoon1
1568,1576,rhythm,horn1
1568,1576,rhythm,horn2
1568,1576,rhythm,piccolotrumpet1
1568,1576,rhythm,piccolotrumpet2
1568,1576,rhythm,timpani
1568,1576,mel+rhythm,violin1
1576,1584,rhythm+harm,flute
1576,1584,rhythm+harm,oboe1
1576,1584,rhythm+harm,oboe2
1576,1584,rhythm+harm,bassoon1
1576,1584,rhythm+harm,bassoon2
1576,1584,rhythm+harm,horn1
1576,1584,rhythm+harm,horn2
1576,1584,rhythm+harm,piccolotrumpet1
1576,1584,rhythm+harm,piccolotrumpet2
1576,1584,rhythm+harm,timpani
1576,1584,rhythm+harm,violin1
1576,1584,rhythm+harm,violin2
1576,1584,rhythm+harm,viola
1576,1584,rhythm+harm,violoncello
1576,1584,rhythm+harm,doublebass
1584,1596,mel,flute
1584,1596,mel,oboe1
1584,1596,mel,oboe2
1584,1596,mel,bassoon1
1584,1596,mel,bassoon2
1584,1596,rhythm,horn1
1584,1596,rhythm,horn2
1584,1596,rhythm,piccolotrumpet1
1584,1596,rhythm,piccolotrumpet2
1584,1596,rhythm,timpani
1584,1596,mel,violin1
1584,1596,mel,violin2
1584,1596,rhythm,viola
1584,1596,rhythm,violoncello
1584,1596,rhythm,doublebass
1596,1604,mel,flute
1596,1616,mel,oboe1
1596,1616,mel,oboe2
1596,1604,rhythm+harm,bassoon1
1596,1604,rhythm+harm,bassoon2
1596,1604,rhythm+harm,horn1
1596,1604,rhythm+harm,horn2
1596,1604,rhythm+harm,piccolotrumpet1
1596,1604,rhythm+harm,piccolotrumpet2
1596,1604,rhythm+harm,timpani
1596,1604,mel,violin1
1596,1604,rhythm+harm,violin2
1596,1600,rhythm+harm,viola
1596,1604,rhythm+harm,violoncello
1596,1604,rhythm+harm,doublebass
1600,1616,mel,viola
1604,1616,harm,flute
1604,1616,harm,bassoon1
1604,1616,harm,bassoon2
1604,1616,rhythm,horn1
1604,1616,rhythm,horn2
1604,1616,rhythm,piccolotrumpet1
1604,1616,rhythm,piccolotrumpet2
1604,1616,rhythm,timpani
1604,1616,rhythm,violin1
1604,1616,mel,violin2
1604,1616,mel,violoncello
1604,1616,mel,doublebass
1616,1625,rhythm+harm,flute
1616,1625,rhythm+harm,oboe1
1616,1625,rhythm+harm,oboe2
1616,1625,rhythm+harm,bassoon1
1616,1625,rhythm+harm,bassoon2
1616,1625,rhythm+harm,horn1
1616,1625,rhythm+harm,horn2
1616,1625,rhythm+harm,piccolotrumpet1
1616,1625,rhythm+harm,piccolotrumpet2
1616,1625,rhythm+harm,timpani
1616,1629,mel+rhythm,violin1
1616,1625,rhythm+harm,violin2
1616,1625,rhythm+harm,viola
1616,1625,rhythm+harm,violoncello
1616,1625,rhythm+harm,doublebass
1632,1673,mel,violin1
1632,1673,mel,violin2
1632,1657,rhythm+harm,viola
1632,1657,rhythm,violoncello
1632,1657,rhythm+harm,doublebass
1640,1657,harm,oboe1
1640,1657,harm,oboe2
1640,1657,harm,horn1
1640,1657,harm,horn2
1640,1657,rhythm+harm,piccolotrumpet1
1640,1657,rhythm+harm,piccolotrumpet2
1640,1657,rhythm+harm,timpani
1648,1657,mel,flute
1662,1673,rhythm+harm,oboe1
1662,1673,rhythm+harm,oboe2
1662,1673,rhythm+harm,horn1
1662,1673,rhythm+harm,horn2
1662,1673,rhythm+harm,piccolotrumpet1
1662,1673,rhythm+harm,piccolotrumpet2
1662,1673,rhythm+harm,timpani
1662,1673,rhythm+harm,viola
1662,1673,rhythm+harm,violoncello
1662,1673,rhythm+harm,doublebass
1664,1673,mel,flute
1664,1673,mel,bassoon1
1673,1681,mel,flute
1673,1681,rhythm+harm,oboe1
1673,1681,mel,oboe2
1673,1681,mel,bassoon1
1673,1681,mel,bassoon2
1673,1693,rhythm+harm,horn1
1673,1693,rhythm+harm,horn2
1673,1693,rhythm+harm,piccolotrumpet1
1673,1693,rhythm+harm,piccolotrumpet2
1673,1693,rhythm,timpani
1673,1681,mel+rhythm,violin1
1673,1681,mel+rhythm,violin2
1673,1681,mel,viola
1673,1681,mel,violoncello
1673,1681,mel,doublebass
1681,1685,mel,flute
1681,1685,mel,oboe1
1681,1685,mel,oboe2
1681,1685,rhythm+harm,bassoon1
1681,1685,rhythm+harm,bassoon2
1681,1685,mel,violin1
1681,1685,mel,violin2
1681,1685,rhythm+harm,viola
1681,1685,rhythm+harm,violoncello
1681,1685,rhythm+harm,doublebass
1685,1693,mel,flute
1685,1693,rhythm+harm,oboe1
1685,1693,mel,oboe2
1685,1693,mel,bassoon1
1685,1693,mel,bassoon2
1685,1693,mel+rhythm,violin1
1685,1693,mel+rhythm,violin2
1685,1693,mel,viola
1685,1693,mel,violoncello
1685,1693,mel,doublebass
1693,1701,mel,flute
1693,1701,mel,oboe1
1693,1701,mel,oboe2
1693,1701,mel,bassoon1
1693,1701,mel,bassoon2
1693,1701,mel,violin1
1693,1701,mel,violin2
1693,1701,mel,viola
1693,1701,mel,violoncello
1693,1701,mel,doublebass
1695,1729,rhythm+harm,horn1
1695,1729,rhythm+harm,horn2
1695,1729,rhythm+harm,piccolotrumpet1
1695,1729,rhythm+harm,piccolotrumpet2
1695,1729,rhythm+harm,timpani
1701,1712,mel,violin1
1701,1729,rhythm+harm,violin2
1701,1729,rhythm+harm,viola
1701,1729,rhythm+harm,violoncello
1701,1729,rhythm+harm,doublebass
1702,1729,rhythm+harm,flute
1702,1729,rhythm+harm,oboe1
1702,1729,rhythm+harm,oboe2
1702,1729,rhythm+harm,bassoon1
1702,1729,rhythm+harm,bassoon2
1712,1729,rhythm+harm,violin1
